line,locality,district,juridiction_dicstrict,type,page,serial_no,area_hectares,population_male,population_female,population_total,religion_catholic,religion_greek,religion_jewish,religion_other,c1,c2,village,belong,sum_type,vide,wrong_sum,,,
5364,Chorkówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,8,340,216,255,471,464,1,6,,,,1,,,,0,,,
5365,Czarnorzeki,Peczeniżyn,Łańcut,Ortsgemeinden,331,9,418,310,342,652,307,345,,,,,0,,,,0,,,
5366,Długie,Peczeniżyn,Łańcut,Ortsgemeinden,331,10,229,241,290,531,524,,7,,,,0,,,,0,,,
5367,Dobieszyn,Peczeniżyn,Łańcut,Ortsgemeinden,331,11,282,257,271,528,521,,7,,,,0,,,,0,,,
5368,Faliszówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,12,296,277,271,548,542,,6,,,,1,,,,0,,,
5369,Głowienka,Peczeniżyn,Łańcut,Ortsgemeinden,331,13,732,630,729,1359,1350,,9,,,,0,,,,0,,,
5370,Iskrzynia,Peczeniżyn,Łańcut,Ortsgemeinden,331,14,489,415,464,879,846,1,32,,,,0,,,,0,,,
5371,Iwonicz,Peczeniżyn,Łańcut,Ortsgemeinden,331,15,1685,1243,1532,2775,2700,,7,68,,,0,,,,0,,,
5372,Jaszczew,Peczeniżyn,Łańcut,Ortsgemeinden,331,16,458,476,551,1027,1016,2,9,,,,0,,,,0,,,
5373,Jedlicze,Peczeniżyn,Łańcut,Ortsgemeinden,331,17,213,268,292,560,435,,125,,,,0,,,,0,,,
5374,Kombornia,Peczeniżyn,Łańcut,Ortsgemeinden,331,18,1331,730,854,1584,1551,4,29,,,,0,,,,0,,,
5375,Kopytowa,Peczeniżyn,Łańcut,Ortsgemeinden,331,19,519,400,456,856,845,,11,,,,0,,,,0,,,
5376,Kopytowa,Peczeniżyn,Łańcut,Ortsgemeinden,331,1,,283,323,606,595,,11,,,,0,,,,0,,,
5377,Stanowiska,Peczeniżyn,Łańcut,Ortsgemeinden,331,2,,117,133,250,250,,,,,,1,,,,0,,,
5378,Korczyna,Peczeniżyn,Łańcut,Ortsgemeinden,331,20,1762,2478,2944,5422,4387,9,1026,,,,0,,,,0,,,
5379,Korczyna,Peczeniżyn,Łańcut,Ortsgemeinden,331,1,,2322,2779,5101,4066,9,1026,,,,0,,,,0,,,
5380,Sporne,Peczeniżyn,Łańcut,Ortsgemeinden,331,2,,156,165,321,321,,,,,,0,,,,0,,,
5381,Krasna,Peczeniżyn,Łańcut,Ortsgemeinden,331,21,1121,675,805,1480,101,1379,,,,,0,,,,0,,,
5382,Krościenko Niżne,Peczeniżyn,Łańcut,Ortsgemeinden,331,22,1098,871,980,1851,1822,5,24,,,,0,,,,0,,,
5383,Krościenko Wyżne,Peczeniżyn,Łańcut,Ortsgemeinden,331,23,1296,1212,1379,2591,2575,,16,,,,0,,,,0,,,
5384,Krosno,Peczeniżyn,Łańcut,Ortsgemeinden,331,24,707,2160,2250,4410,3386,61,961,2,,,0,,,,0,,,
5385,darunter Militär,Peczeniżyn,Łańcut,Ortsgemeinden,331,,1,,1,,1,1,,,,,0,,,vido 12,1,,,
5386,Leśniówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,25,8,184,218,402,402,,,,,,0,,,,0,,,
5387,Łężany,Peczeniżyn,Łańcut,Ortsgemeinden,331,26,295,296,359,655,633,,22,,,,1,,,,0,,,
5388,Machnówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,27,208,153,161,314,308,,6,,,,1,,,,0,,,
5389,Męcinka,Peczeniżyn,Łańcut,Ortsgemeinden,331,28,268,235,293,528,515,1,12,,,,0,,,,0,,,
5390,Miejsce Piastowe,Peczeniżyn,Łańcut,Ortsgemeinden,331,29,531,579,568,1147,1134,5,8,,,,0,,,,0,,,
5391,Moderówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,30,496,389,428,817,809,,8,,,,0,,,,0,,,
5392,Białkówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,1,,132,142,274,266,,8,,,,1,,,,0,,,
5393,Budzisz,Peczeniżyn,Łańcut,Ortsgemeinden,331,2,,141,159,300,300,,,,,,1,,,,0,,,
5394,Moderówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,3,,116,127,243,243,,,,,,1,,,,0,,,
5395,Nižna Łąka,Peczeniżyn,Łańcut,Ortsgemeinden,331,31,196,154,160,314,310,,4,,,,1,,,,0,,,
5396,Odrzykoń,Peczeniżyn,Łańcut,Ortsgemeinden,331,32,1440,1247,1407,2654,2616,,38,,,,0,,,vide 7,0,,,
5397,Piotrówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,33,7,169,191,360,353,,7,,,,0,,,,0,,,
5398,Podniebyle,Peczeniżyn,Łańcut,Ortsgemeinden,333,34,297,185,213,398,385,,13,,,,0,,,,0,,,
5399,Polanka,Peczeniżyn,Łańcut,Ortsgemeinden,333,35,381,392,432,824,812,,12,,,,0,,,,0,,,
5400,Poraj,Peczeniżyn,Łańcut,Ortsgemeinden,333,36,61,88,95,183,183,,,,,,0,,,,0,,,
5401,Potok,Peczeniżyn,Łańcut,Ortsgemeinden,333,37,397,786,515,1301,1254,11,18,18,,,0,,,,0,,,
5402,Rzepnik,Peczeniżyn,Łańcut,Ortsgemeinden,333,38,421,147,164,311,1,304,6,,,,0,,,,0,,,
5403,Suchodóf,Peczeniżyn,Łańcut,Ortsgemeinden,333,39,520,434,487,921,921,,,,,,0,,,,0,,,
5404,Swierzowa Polska,Peczeniżyn,Łańcut,Ortsgemeinden,333,40,309,265,307,572,565,,7,,,,0,,,,0,,,
5405,Szczepańcowa,Peczeniżyn,Łańcut,Ortsgemeinden,333,41,430,292,371,663,658,,5,,,,0,,,,0,,,
5406,Targowiska,Peczeniżyn,Łańcut,Ortsgemeinden,333,42,532,687,789,1476,1461,3,12,,,,0,,,,0,,,
5407,Targowiska,Peczeniżyn,Łańcut,Ortsgemeinden,333,1,526,526,579,1105,1097,3,5,,,,0,,,,0,,,
5408,Widacz,Peczeniżyn,Łańcut,Ortsgemeinden,333,2,161,161,210,371,364,,7,,,,0,,,,0,,,
5409,Toroszówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,43,487,428,451,879,796,7,76,,,,0,,,,0,,,
5410,Ustrobna,Peczeniżyn,Łańcut,Ortsgemeinden,333,44,421,340,376,716,708,3,5,,,,0,,,,0,,,
5411,Węgłówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,45,1570,914,1004,1918,143,1746,21,8,,,0,,,,0,,,
5412,Wojkówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,46,277,154,191,345,337,4,4,,,,0,,,vide 18,0,,,
5413,Wola Komborska,Peczeniżyn,Łańcut,Ortsgemeinden,333,47,18,252,252,504,504,,,,,,0,,,,0,,,
5414,Wróblik Królew-ski,Peczeniżyn,Łańcut,Ortsgemeinden,333,48,633,438,547,985,43,924,18,,,,0,,,,0,,,
5415,Wrocanka,Peczeniżyn,Łańcut,Ortsgemeinden,333,49,540,472,484,956,956,,,,,,0,,,,0,,,
5416,Žarnowiec,Peczeniżyn,Łańcut,Ortsgemeinden,333,50,332,267,293,560,554,,6,,,,0,,,,0,,,
5417,Žeglce,Peczeniżyn,Łańcut,Ortsgemeinden,333,51,316,362,486,848,889,,9,,,,0,,,,1,,,
5418,Zręcin,Peczeniżyn,Łańcut,Ortsgemeinden,333,52,384,378,461,839,826,1,12,,,,0,,sum_ortsgemeinden,,0,,,
5419,Summe der Ortsgemeinden,Peczeniżyn,Łańcut,Ortsgemeinden,333,,27975,25912,29041,54953,46472,5730,2715,36,,,0,,,,0,,,
5420,Bajdy,Peczeniżyn,Łańcut,Ortsgemeinden,333,1,124,4,4,8,8,,,,,,0,ad 1,,,0,,,
5421,Bóbrka,Peczeniżyn,Łańcut,Ortsgemeinden,333,2,315,1,3,4,4,,,,,,0,ad 3,,,0,,,
5422,Bonarówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,3,194,6,6,12,10,2,,,,,0,ad 4,,,0,,,
5423,Borek,Peczeniżyn,Łańcut,Ortsgemeinden,333,4,43,8,6,14,14,,,,,,0,ad 5,,,0,,,
5424,Bratkówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,5,205,29,42,71,71,,,,,,0,ad 6,,,0,,,
5425,Chlebna,Peczeniżyn,Łańcut,Ortsgemeinden,333,6,,323,18,10,28,28,,,,,0,ad 7,,,1,,,
5426,Chorkówka ad S),Peczeniżyn,Łańcut,Ortsgemeinden,333,7,410,28,39,67,67,,,,,,0,,,,0,,,
5427,Czarnorzeki,Peczeniżyn,Łańcut,Ortsgemeinden,333,8,202,,,,,,,,,,0,ad 9,,,0,,,
5428,Długie,Peczeniżyn,Łańcut,Ortsgemeinden,333,9,259,16,7,23,28,,,,,,0,ad 10,,,1,,,
5429,Dobieszyn,Peczeniżyn,Łańcut,Ortsgemeinden,333,10,220,13,16,29,10,,,19,,,0,ad 11,,,0,,,
5430,Faliszówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,11,267,,2,2,2,,,,,,0,ad 12,,,0,,,
5431,Guzikówka,Peczeniżyn,Łańcut,Ortsgemeinden,333,12,175,10,13,23,22,1,,,,,0,ad 24,,,0,,,
5432,Iskrzynia,Peczeniżyn,Łańcut,Ortsgemeinden,333,13,96,,,,,,,,,,0,ad 14,,,0,,,
5433,Iwoniez,Peczeniżyn,Łańcut,Ortsgemeinden,333,14,516,42,62,104,96,4,4,,,,0,ad 15,,,0,,,
5434,Jaszczew,Peczeniżyn,Łańcut,Ortsgemeinden,333,15,271,37,39,76,76,,,,,,0,ad 16,,,0,,,
5435,Jedlicze,Peczeniżyn,Łańcut,Ortsgemeinden,333,16,236,32,27,59,41,,,18,,,0,ad 17,,,0,,,
5436,Kombornia,Peczeniżyn,Łańcut,Ortsgemeinden,333,17,545,31,25,56,82,4,20,,,,0,ad 18,,,1,,,
5437,Kopytowa,Peczeniżyn,Łańcut,Ortsgemeinden,333,18,372,12,12,24,24,,,,,,0,ad 19,,,0,,,
5438,Korczyna,Peczeniżyn,Łańcut,Ortsgemeinden,335,19,436,40,50,90,62,,28,,,,0,ad 20,,,0,,,
5439,Krasna,Peczeniżyn,Łańcut,Ortsgemeinden,335,20,697,22,14,36,18,3,15,,,,0,ad 21,,,0,,,
5440,Krościenko Wyżne,Peczeniżyn,Łańcut,Ortsgemeinden,335,21,425,32,37,69,60,,9,,,,0,ad 23,,vide 7,0,,,
5441,Leśniówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,22,7,4,3,7,,,7,,,,0,ad 25,,,0,,,
5442,Łężany,Peczeniżyn,Łańcut,Ortsgemeinden,335,23,24,3,3,6,,,6,,,,0,ad 26,,,0,,,
5443,Machnówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,24,1,,,,,,,,,,0,ad 27,,,0,,,
5444,Męcinka,Peczeniżyn,Łańcut,Ortsgemeinden,335,25,28,,,,,,,,,,0,ad 28,,,0,,,
5445,Miejsce Piastowe,Peczeniżyn,Łańcut,Ortsgemeinden,335,26,200,11,15,26,24,2,,,,,0,ad 29,,,0,,,
5446,Moderówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,27,357,59,44,103,103,,,,,,0,ad 30,,,0,,,
5447,Niżna Łąka,Peczeniżyn,Łańcut,Ortsgemeinden,335,28,19,,,,,,,,,,0,ad 31,,,0,,,
5448,Odrzykoń,Peczeniżyn,Łańcut,Ortsgemeinden,335,29,573,6,6,12,12,,,,,,0,ad 32,,vide 6,0,,,
5449,Piotrówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,30,6,,,,,,,,,,0,ad 33,,,0,,,
5450,Podniebyle,Peczeniżyn,Łańcut,Ortsgemeinden,335,31,33,4,2,6,6,,,,,,0,ad 34,,,0,,,
5451,Polanka,Peczeniżyn,Łańcut,Ortsgemeinden,335,32,154,26,26,52,49,1,,2,,,0,ad 35,,,0,,,
5452,Poraj,Peczeniżyn,Łańcut,Ortsgemeinden,335,33,205,2,7,9,9,,,,,,0,ad 36,,,0,,,
5453,Potok,Peczeniżyn,Łańcut,Ortsgemeinden,335,34,271,14,7,21,21,,,,,,0,ad 37,,,0,,,
5454,Rzepnik,Peczeniżyn,Łańcut,Ortsgemeinden,335,35,55,,,,,,,,,,0,ad 38,,,0,,,
5455,Suchodóď,Peczeniżyn,Łańcut,Ortsgemeinden,335,36,98,49,22,71,54,8,9,,,,0,ad 39,,,0,,,
5456,Świerzowa Polska,Peczeniżyn,Łańcut,Ortsgemeinden,335,37,94,5,3,8,,,8,,,,0,ad 40,,,0,,,
5457,Szczepańcowa,Peczeniżyn,Łańcut,Ortsgemeinden,335,38,24,,,,,,,,,,0,ad 41,,,0,,,
5458,Targowiska,Peczeniżyn,Łańcut,Ortsgemeinden,335,39,826,58,51,109,94,4,11,,,,0,ad 42,,,0,,,
5459,Toroszówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,40,17,,,,,,,,,,0,ad 43,,,0,,,
5460,Ustrobna,Peczeniżyn,Łańcut,Ortsgemeinden,335,41,202,17,21,38,36,2,,,,,0,ad 44,,,0,,,
5461,Weglówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,42,588,11,9,20,,20,,,,,0,ad 45,,,0,,,
5462,Wojkówka,Peczeniżyn,Łańcut,Ortsgemeinden,335,43,205,26,31,57,57,,,,,,0,ad 46,,,0,,,
5463,Wola Komborska,Peczeniżyn,Łańcut,Ortsgemeinden,335,44,92,7,7,14,7,,7,,,,0,ad 47,,,0,,,
5464,Wróblik Krolewski,Peczeniżyn,Łańcut,Ortsgemeinden,335,45,263,6,5,11,2,3,6,,,,0,ad 48,,,0,,,
5465,Wrocanka,Peczeniżyn,Łańcut,Ortsgemeinden,335,46,52,,,,,,,,,,0,ad 49,,,0,,,
5466,Żarnowiec,Peczeniżyn,Łańcut,Ortsgemeinden,335,47,219,13,15,28,26,2,,,,,0,ad 50,,,0,,,
5467,Żeglee,Peczeniżyn,Łańcut,Ortsgemeinden,335,48,535,7,14,21,21,,,,,,0,ad 51,,,0,,,
5468,Zręcin,Peczeniżyn,Łańcut,Ortsgemeinden,335,49,226,10,9,19,5,7,7,,,,0,ad 52,,,0,,,
5469,Albigowa,Peczeniżyn,Łańcut,Ortsgemeinden,337,1,1506,967,1023,1990,1924,66,,,,,1,,,,0,,,
5470,Białobrzegi,Peczeniżyn,Łańcut,Ortsgemeinden,337,2,1105,910,990,1900,1850,50,,,,,0,,,,0,,,
5471,Brzóza Stadnicka,Peczeniżyn,Łańcut,Ortsgemeinden,337,3,1167,1142,1235,2377,2331,46,,,,,0,,,,0,,,
5472,Budy Łańcuckie,Peczeniżyn,Łańcut,Ortsgemeinden,337,4,1163,889,898,1787,1761,26,,,,,0,,,,0,,,
5473,Czarna,Peczeniżyn,Łańcut,Ortsgemeinden,337,5,885,668,714,1382,1382,,,,,,1,,,,0,,,
5474,Dąbrówki,Peczeniżyn,Łańcut,Ortsgemeinden,337,6,399,357,375,732,717,15,,,,,1,,,,0,,,
5475,Dębina,Peczeniżyn,Łańcut,Ortsgemeinden,337,7,716,323,361,684,671,13,,,,,0,,,,0,,,
5476,Głuchów,Peczeniżyn,Łańcut,Ortsgemeinden,337,8,380,480,491,971,952,11,8,,,,1,,,,0,,,
5477,darunter Militär,Peczeniżyn,Łańcut,Ortsgemeinden,337,,,22,,22,,22,,,,,0,,,,0,,,
5478,Handzłówka,Peczeniżyn,Łańcut,Ortsgemeinden,337,9,965,631,636,1267,1247,20,,,,,1,,,,0,,,
5479,Husów,Peczeniżyn,Łańcut,Ortsgemeinden,337,10,2118,1105,1180,2285,2243,42,,,,,1,,,,0,,,
5480,Korniaktów,Peczeniżyn,Łańcut,Ortsgemeinden,337,11,523,432,475,907,893,14,,,,,1,,,,0,,,
5481,Kosina,Peczeniżyn,Łańcut,Ortsgemeinden,337,12,1631,1028,1037,2065,2004,61,,,,,1,,,,0,,,
5482,Krzemienica,Peczeniżyn,Łańcut,Ortsgemeinden,337,13,1383,851,929,1780,1762,18,,,,,0,,,,0,,,
5483,Łańcut,Peczeniżyn,Łańcut,Ortsgemeinden,337,14,479,2609,2241,4850,2853,39,1940,18,,,0,,,,0,,,
5484,darunter Militär,Peczeniżyn,Łańcut,Ortsgemeinden,337,,,716,,716,,674,14,16,12,,0,,,,1,,,
5485,Medynia Głogowska,Peczeniżyn,Łańcut,Ortsgemeinden,337,15,676,708,734,1442,1409,38,,,,,1,,,,1,,,
5486,Medynia Łańcucka,Peczeniżyn,Łańcut,Ortsgemeinden,337,16,310,290,313,603,596,7,,,,,1,,,,0,,,
5487,Podzwierzyniec,Peczeniżyn,Łańcut,Ortsgemeinden,337,17,222,283,328,611,592,19,,,,,1,,,,0,,,
5488,Pogwizdów,Peczeniżyn,Łańcut,Ortsgemeinden,337,18,415,368,423,791,745,46,,,,,1,,,,0,,,
5489,Przedmieście,Peczeniżyn,Łańcut,Ortsgemeinden,337,19,548,575,690,1265,1228,35,2,,,,1,,,,0,,,
5490,Rakszawa,Peczeniżyn,Łańcut,Ortsgemeinden,337,20,3960,2272,2354,4626,4437,189,,,,,0,,,,0,,,
5491,Rogóżno,Peczeniżyn,Łańcut,Ortsgemeinden,337,21,268,238,259,497,482,15,,,,,1,,,,0,,,
5492,Smolarzyny,Peczeniżyn,Łańcut,Ortsgemeinden,337,22,458,341,337,678,666,12,,,,,1,,,,0,,,
5493,Sonina,Peczeniżyn,Łańcut,Ortsgemeinden,337,23,832,757,820,1577,1572,5,,,,,0,,,,0,,,
5494,Strażów,Peczeniżyn,Łańcut,Ortsgemeinden,337,24,276,262,303,565,558,7,,,,,1,,,,0,,,
5495,Węgliska,Peczeniżyn,Łańcut,Ortsgemeinden,337,25,510,317,316,633,621,12,,,,,1,,,,0,,,
5496,"Wola Mała, auch Wola Bliższa",Peczeniżyn,Łańcut,Ortsgemeinden,337,26,317,201,216,417,412,5,,,,,1,,,,0,,,
5497,"Wola Wielka, auch Wola Dalsza",Peczeniżyn,Łańcut,Ortsgemeinden,337,27,643,480,480,960,953,7,,,,,0,,,,0,,,
5498,Wysoka -,Peczeniżyn,Łańcut,Ortsgemeinden,337,28,917,727,749,1476,1455,21,,,,,0,,,,0,,,
5499,Zalesie,Peczeniżyn,Łańcut,Ortsgemeinden,337,29,248,250,290,540,534,6,,,,,1,,,,0,,,
5500,Zmysłówka,Peczeniżyn,Łańcut,Ortsgemeinden,337,30,370,312,308,620,613,7,,,,,0,,,,0,,,
5501,Żołynia Miasteczko,Peczeniżyn,Łańcut,Ortsgemeinden,337,31,3468,880,831,1711,735,8,946,22,,,0,,,,0,,,
5502,darunter Militär,Peczeniżyn,Łańcut,Ortsgemeinden,337,,,138,,138,,112,4,22,,,0,,,,0,,,
5503,Żołynia Wieś,Peczeniżyn,Łańcut,Ortsgemeinden,337,32,,2203,2323,4526,4438,93,,,,,0,,sum_ortsgemeinden,,1,,,
5504,Summe der Ortsgemeinden,Peczeniżyn,Łańcut,Ortsgemeinden,337,,28858,23856,24659,48515,44631,58,3784,42,,,0,,,,0,,,
5505,Albigowa,Peczeniżyn,Łańcut,Gutsgebiete,339,1,373,37,39,76,66,,10,,,,0,ad 1,,,0,,,
5506,Białobrzegi,Peczeniżyn,Łańcut,Gutsgebiete,339,2,439,24,27,51,27,,24,,,,0,ad 2,,,0,,,
5507,Brzóza Stadnicka,Peczeniżyn,Łańcut,Gutsgebiete,339,3,1619,36,32,68,68,,,,,,0,ad 3,,,0,,,
5508,Budy Łańcuckie,Peczeniżyn,Łańcut,Gutsgebiete,339,4,406,18,22,40,16,,24,,,,0,ad 4,,,0,,,
5509,Czarna,Peczeniżyn,Łańcut,Gutsgebiete,339,5,657,22,29,51,38,1,12,,,,0,ad 5,,,0,,,
5510,Dąbrówki,Peczeniżyn,Łańcut,Gutsgebiete,339,6,328,9,13,22,18,,4,,,,0,ad 6,,,0,,,
5511,Dębina,Peczeniżyn,Łańcut,Gutsgebiete,339,7,31,,,,,,,,,,0,ad 7,,,0,,,
5512,Głuchów,Peczeniżyn,Łańcut,Gutsgebiete,339,8,349,16,22,38,33,,5,,,,0,ad 8,,,0,,,
5513,Handzlówka,Peczeniżyn,Łańcut,Gutsgebiete,339,9,207,8,9,17,6,,11,,,,0,ad 9,,,0,,,
5514,Husów,Peczeniżyn,Łańcut,Gutsgebiete,339,10,142,6,11,17,17,,,,,,0,ad 10,,,0,,,
5515,Korniaktów,Peczeniżyn,Łańcut,Gutsgebiete,339,11,348,20,16,36,19,,17,,,,0,ad 11,,,0,,,
5516,Kosina,Peczeniżyn,Łańcut,Gutsgebiete,339,12,421,14,12,26,26,,,,,,0,ad 12,,,0,,,
5517,Krzemienica,Peczeniżyn,Łańcut,Gutsgebiete,339,13,301,33,25,58,32,1,29,3,,,0,ad 13,,,1,,,
5518,Łańcut,Peczeniżyn,Łańcut,Gutsgebiete,339,14,249,,,,,,,,,,0,ad 14,,,0,,,
5519,Medynia Głogowska,Peczeniżyn,Łańcut,Gutsgebiete,339,15,89,8,9,17,17,,,,,,0,ad 15,,,0,,,
5520,Medynia Łańcucka,Peczeniżyn,Łańcut,Gutsgebiete,339,16,113,,,,,,,,,,0,ad 16,,,0,,,
5521,Podzwierzyniec,Peczeniżyn,Łańcut,Gutsgebiete,339,17,331,35,37,72,55,5,12,,,,0,ad 17,,,0,,,
5522,Pogwizdów,Peczeniżyn,Łańcut,Gutsgebiete,339,18,937,6,9,15,15,,,,,,0,ad 18,,,0,,,
5523,Przedmieście,Peczeniżyn,Łańcut,Gutsgebiete,339,19,4,73,53,126,120,,6,,,,0,ad 19,,,0,,,
5524,Rakszawa,Peczeniżyn,Łańcut,Gutsgebiete,339,20,170,4,2,6,6,,,,,,0,ad 20,,,0,,,
5525,Rogóżno,Peczeniżyn,Łańcut,Gutsgebiete,339,21,205,15,15,30,80,,,,,,0,ad 21,,,1,,,
5526,Smolarzyny,Peczeniżyn,Łańcut,Gutsgebiete,339,22,298,8,9,17,9,,8,,,,0,ad 22,,,0,,,
5527,Sonina,Peczeniżyn,Łańcut,Gutsgebiete,339,23,16,27,50,77,72,1,4,,,,0,ad 23,,,0,,,
5528,Strażów,Peczeniżyn,Łańcut,Gutsgebiete,339,24,256,27,22,49,20,,29,,,,0,ad 24,,,0,,,
5529,"Wola Mala, auch Wola Bliższa",Peczeniżyn,Łańcut,Gutsgebiete,339,25,316,19,21,40,40,,,,,,0,ad 26,,,0,,,
5530,Wysoka,Peczeniżyn,Łańcut,Gutsgebiete,339,26,294,27,20,47,28,,19,,,,0,ad 28,,,0,,,
5531,Zalesie,Peczeniżyn,Łańcut,Gutsgebiete,339,27,668,9,11,20,20,,,,,,0,ad 29,,,0,,,
5532,Zmysłówka,Peczeniżyn,Łańcut,Gutsgebiete,339,28,1319,21,29,50,27,,28,,,,0,ad 30,,,1,,,
5533,Żołynia Wieś,Peczeniżyn,Łańcut,Gutsgebiete,339,29,423,9,8,17,11,,6,,,,0,ad 32,sum_gutsgebiete,,0,,,
5534,Summe der Gutsgebiete,Peczeniżyn,Łańcut,Gutsgebiete,339,,11309,531,552,1083,836,8,236,3,,,0,,sum_gb,,0,,,
5535,Summe des GB. Łańcut,Peczeniżyn,Łańcut,Ortsgemeinden,339,,40167,24387,25211,49598,45467,66,4020,45,,,0,,,vide 16,0,,,
5536,Baranówka,Peczeniżyn,Lwów Okolica,Ortsgemeinden,339,1,16,70,73,143,20,,3,120,,,0,,,,0,,,
5537,Biedaczów,Peczeniżyn,Lwów Okolica,Ortsgemeinden,339,2,644,403,397,800,780,,20,,,,0,,,,0,,,
5538,Brzóza Królewska,Peczeniżyn,Lwów Okolica,Ortsgemeinden,339,3,2035,1313,1367,2680,2578,,97,5,,,0,,,,0,,,
5539,Brzyska Wola,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,4,2098,1035,1031,2066,1810,210,36,10,,,0,,,,0,,,
5540,Chodaczów,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,5,405,214,224,438,424,,14,,,,1,,,,0,,,
5541,Dębno,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,6,2241,1093,1142,2235,339,1809,83,4,,,0,,,,0,,,
5542,Dornbach,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,7,528,126,128,254,224,11,19,,,,0,,,,0,,,
5543,Giedlarowa,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,8,2941,1225,1237,2462,2402,,45,15,,,1,,,,0,,,
5544,Gillershof,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,9,189,66,75,141,28,2,6,105,,,1,,,,0,,,
5545,Grodzisko Dolne,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,10,2659,1483,1591,3074,2936,3,134,1,,,0,,,,0,,,
5546,Grodzisko Górne,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,11,1858,1099,1149,2248,2215,,83,,,,1,,,vide 10,1,,,
5547,Grodzisko Miasteczko,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,12,10,357,325,682,199,,483,,,,1,,,,0,,,
5548,Gwizdów,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,13,603,322,315,637,627,,10,,,,0,,,,0,,,
5549,Hucisko,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,14,439,246,278,524,509,1,8,6,,,0,,,,0,,,
5550,Jastrzębiec,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,15,678,300,290,590,573,,17,,,,1,,,,0,,,
5551,Jelna,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,16,1639,613,706,1319,1242,40,28,9,,,0,,,,0,,,
5552,Königsberg,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,17,338,84,116,200,12,,22,166,,,1,,,,0,,,
5553,Kuryłówka,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,18,1933,848,859,1707,1007,580,120,,,,0,,,,0,,,
5554,Laszczyny,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,19,419,184,191,375,365,,10,,,,1,,,,0,,,
5555,Leżajsk,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,20,1643,2557,2773,5330,3406,410,1494,20,,,0,,,,0,,,
5556,Łukowa,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,21,259,178,211,389,249,96,3,41,,,0,,,,0,,,
5557,Opalenisko,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,22,161,217,237,454,436,,18,,,,1,,,,0,,,
5558,Ożanna,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,23,1394,357,349,706,101,548,57,,,,0,,,vide 2S,0,,,
5559,Przychojес,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,24,29,391,439,830,530,292,8,,,,0,,,,0,,,
5560,Ruda,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,25,447,265,257,522,471,41,10,,,,0,,,,0,,,
5561,Rzuchów,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,26,665,259,276,535,35,470,30,,,,1,,,,0,,,
5562,Sarzyna,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,27,1952,928,985,1913,1838,,70,5,,,0,,,,0,,,
5563,Siedlanka,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,28,163,194,193,387,179,185,17,6,,,1,,,,0,,,
5564,Stare Miasto,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,29,2439,662,723,1385,872,449,60,4,,,1,,,,0,,,
5565,Wierzawice,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,30,1883,952,1004,1956,1827,47,89,,,,1,,,,1,,,
5566,Wola Zarczycka,Peczeniżyn,Lwów Okolica,Ortsgemeinden,341,31,2990,1728,1782,3510,3413,,97,,,,0,,,,0,,,
