id,content
3383,"MICHALOWO-NIEZABUDKA Bialystok dist., Poland. Jews first settled in the mid-19th cent, entering the thriving cloth industry which German industrialists had established. Some bought up discarded hand looms and developed a home industry. Young Jews wer"
3384,"MICHAYLOVSKAYA Krasnodar territory, Russia. In 1917, there were four prayer houses in the village, mostly serving converts. There were also Karaites present. A Tarbut school founded by the Zionists was closed down shortly after the Soviets seized pow"
3385,"MICHELBACH AN DER LUECKE Wterttemberg, Germany. The first Jews were apparently refugees from Rothenburg (1519-20). The community grew rapidly in the 19th cent., numbering 216 (total 692) in 1869 but thereafter declining steadily through emigration. T"
3386,"MICHELFELD Baden, Germany. A community existed from the late 16th cent., reaching a peak pop. of 242 in 1841 and operating a synagogue, cemetery, and elementary school. The two J. families present in 1933 dispersed in the Nazi era."
3387,"MICHELSTADT Hesse, Germany. Established around 1740, the community rebuilt its synagogue in 1791, when it comprised 18 families. J. life flourished in the first half of the 19th cent., thanks largely to R. Seckel Loeb Wormser (1768-1847), the ""Ba'al "
3388,"MICHOW Lublin dist., Poland. Jews are first mentioned in the second half of the 17th cent. In the mid-19th cent. they became prominent in the pottery industry. Their pop. grew to 1,643 (total 2,791) in 1897. After WWI, economic conditions deteriorate"
3389,"MICULA (Hung. Mikola) N. Transylvania dist., Rumania. Jews settled in the late 18th cent. The J. pop. in 1920 was 132 (8% of the total). In May 1944 the community was transferred to the Satu Mare ghetto and in June deported to Auschwitz."
3390,"MIDDELBURG Zeeland dist., Holland. Portuguese J. traders lived there in the early 17th cent. and a Sephardi community developed. Freedom of J. religious practice was granted in 1700. In the early 18th cent., many left for Amsterdam and The Hague, end"
3391,"MIDDELHARNIS Zuid-Holland dist., Holland. A community was formed with neighboring villages in 1800 and 102 Jews lived there in 1892. The J. pop. in 1941 was 42 (total 4,780). All but one were deported and perished in the Holocaust."
3392,"MIECHOW Kielce dist., Poland. Although Jews are not mentioned before 1862, M. being one of the 42 settlements in Poland with a de non tolerandis Judaeis privilege, there apparently were some present before then. The increase of the J. pop. to 1,436 ("
3393,"MIEDZESZYNEK (Miedzeszyn) WILLE Warsaw dist., Poland. The J. community only began to develop after WWI and numbered about 100. In the 1920s, the Bund founded a convalescent home for children of the region. About 100 of its children were brought to th"
3394,"MIEDZNA Lublin dist., Poland. Jews probably settled in the late 17th cent. In 1897, their pop. was 150 (total 1,013). In 1920 they were attacked by Polish soldiers and peasants. In WWI, they were most likely deported by the Germans to the Treblinka d"
3395,"MIEDZNO Kielce dist., Poland. About 90 Jews were present in the village in 1880 and 30 families before WWI. Most were poor. After their arrival in Sept. 1939, the Germans murdered 12 young men, probably in the Buchenwald concentration camp. All but n"
3396,"MIEHLEN Hesse-Nassau, Germany. Jews lived there from 1780, numbering 63 (4% of the total) in 1871 and 47 in 1924. The interior of the synagogue built in 1873 was destroyed by SA troops in Sept. 1935. Most Jews left before Nov. 1938, some emigrating t"
3397,"MIELEC Cracow dist., Poland. The community began to develop in the 18th cent., soon forming a majority of the pop. despite repressive measures under Austrian rule. Economic conditions improved in the second half of the 19th cent., with all trade and "
3398,"MIELIGIANY Vilna dist., Poland, today Belarus. The first Jews apparently arrived in 1903, earning their livelihoods as shopkeepers, peddlers, and artisans while operating auxiliary farms. In 1931 they numbered 25 families. With the arrival of the Ger"
3399,"MIELNICA (I) Tarnopol dist., Poland, today Ukraine. Jews were present from the second half of the 18th cent. with the pop. growing to 1,429 (40% of the total) in 1880, subsequently declining through emigration, and then rising again between the World"
3400,"MIELNICA (II) Volhynia dist., Poland, today Ukraine. Jews probably settled after the granting of the municipal charter in 1569, numbering 1,599 (total 2,588) in 1897 and 875 (total 1,372) in 1921. The Germans took M. on 26 June 1941, first killing 60"
3401,"MIELNICZNE Lwow dist., Poland, today Ukraine. The J. pop. in 1921 was 110. The Jews were expelled to Turka for liquidation in July 1942."
3402,"MIELNIK Bialystok dist., Poland, today Belarus. Jews arrived in the 16th cent. as tax collectors. An organized community was only formed in the 18th cent. A synagogue was built in the first half of the 19th cent. and the J. pop. grew to 460 (total 1,"
3403,"MIENDZYRZEC KORECKI (Yid. Mezhirech) Volhynia dist., Poland, today Ukraine. Jews are recorded from 1569. The town suffered in the Chmielnicki massacres of 1648-49 and was destroyed in the early 18th cent. during the Swedish war but recovery was rapid"
3404,"MIENDZYRZEC PODLASKI (Yid. Mezhirech, Mezrich) Lublin dist., Poland. Jews first settled in the 16th cent. M. was one of the first places in Poland where Hebrew books were printed, with a J. press operating in 1595. In the Chmielnicki massacres of 164"
3405,"MIHAILENI Moldavia dist., Rumania. Jews settled in the late 18th cent. and a community was organized in 1897, numbering 2,447 (66% of the total) in 1899. Jews manufactured wagons and supplied them to the entire area. M. was a center of Yiddish and He"
3406,"MIHOVA Bukovina, Rumania, today Ukraine. Jews settled in the late 19th cent. and numbered 356 in 1880. Zionist activity began after WWI and many Jews emigrated to Palestine. The J. pop. in 1930 was 243. Antisemitism was rife in the 1930s. In June 194"
3407,"MIKASZEWICZE Polesie dist., Poland, today Belarus. The community dates from the late 19th cent. and numbered around 400 in the 1930s. All were executed by the Germans on 6 Aug. 1942."
3408,"MIKHALPOL (from 1944, Mikhailovka) Kamenets-Podolski dist., Ukraine. Jews settled in the first half of the 18th cent., numbering 356 in 1765 and 1,392 in 1897. A J. rural council and kolkhoz were active in the Soviet period. In 1939 the J. pop. was 7"
3409,"MIKHAYLOVKA § Zaporozhe dist., Ukraine. J residence was permitted from 1903. The J. pop. was 926 (total 23,568) in 1910 and 102 in 1939. The Germans captured M. on 4 Oct. 1941, murdering about 50 Jews in mid-Nov. and 120 J. children from M. and the s"
3410,"MIKOLAJOW (I) Stanislawow dist., Poland, today Ukraine. Jews were present from the early 17th cent. but suffered from residence restrictions until the 19th. The J. pop. grew steadily to 632 in 1910 (total 3,448) but dropped by 20% in the wake of WwI "
3411,"MIKOLAJOW (II) Lwow dist., Poland, today Ukraine. Present from the late 19th cent., the community numbered 315 (total 938) in 1921 and was expelled by the Germans to the Bobrka ghetto in the second half of 1942."
3412,"MIKSTAT Poznan dist., Poland. The community was established after the reannexation to Prussia in 1815, growing to a peak of 152 (total 1,437) in 1871. In 1921, there were 61 Jews. The few dozen present when the Germans arrived in Sept. 1939 were expe"
3413,"MIKULICZYN Stanislawow dist., Poland, today Ukraine. J. settlement began in the late 19th cent. and received a big economic boost when the town developed into a health and tourist resort. The permanent J. pop. reached 552 in 1921 (total 5,310) but mo"
3414,"MIKULINCE Tarnopol dist., Poland, today Ukraine. Jews are first mentioned in the early 18th cent. and comprised two-thirds of the pop. in 1880 with 2,411 residents, providing the town with mayors and other leading figures. A fire in 1903 extensively "
3415,"MIKULINO Smolensk dist., Russia. M. was located in the J. Pale of Settlement. The J. pop. was 530 in 1847 and 1,171 (total 1,527) in 1897, dropping to 403 under the Soviets. After the German occupation in mid-July 1941, the Jews were expelled to Rudn"
3416,"MIKULOV (Yid. Nikolsburg) Moravia (Sudetenland), Czechoslovakia. Jews are mentioned as moneylenders in 1369 but the community was probably founded in 1420 by refugees from Vienna, joined in 1454 by refugees from Brno, Olomouc, and Znojmo. In 1591, th"
3417,"MILAN Lombardy, Italy. The presence of the Jews in M. is recorded in the Roman period. In 1320, the local Jews were expelled. In 1387, Duke Gian Galeazzo Visconti granted the Jews of Lombardy privileges, which were confirmed by Francesco Sforza and h"
3418,"MILANOWICZE Volhynia dist., Poland, today Ukraine. The J. pop. in 1921 was 91 (total 436). The Jews were probably brought to Maciejow for liquidation during the Holocaust."
3419,"MILATYN Volhynia dist., Poland, today Ukraine. The J. pop. in 1921 was 82 (total 366). The Jews were probably liquidated at the Horochow ghetto in the Holocaust."
3420,"MILEJCZYCE Bialystok dist., Poland. The first Jews arrived in the 16th cent. An organized community was formed in the early 19th cent. and a synagogue was built in 1857. Potters were particularly prominent among the J. artisans and Jews were also sto"
3421,"MILEVSKO Bohemia, Czechoslovakia. The first J. family settled around the mid-17th cent. A new synagogue was constructed during WWI, with the J. pop. reaching 103 in 1921. In 1930 the J. pop. was 81 (total 3,298). The remaining Jews were deported to t"
3422,"MILIE Bukovina, Rumania, today Ukraine. Jews settled in the late 19th cent. The J. pop. in 1930 was 197. In June 1941, Ukrainian gangs murdered all the Jews."
3423,"MILITSCH (Pol. Milicz) Lower Silesia, Germany, today Poland. Individual Jews were present by the mid-17th cent. at the latest but the modern community was only founded in the early 19th cent. The J. pop. was 41 in 1811 and reached a peak of 197 in 18"
3424,"MILLAU (Millau en Rouergue) Aveyron dist., France. Around 1300, there was a J. community of about 30 Jews in M. Mostly engaged in moneylending, the Jews were forced to wear the yellow badge (Rouelle) in the shape of a wheel to distinguish them from t"
3425,"MINDEN 825 eral community members succeeded in fleeing to Switzerland before German forces occupied the Southern Zone in Nov. 1942. On 27 Aug. 1942, 377 foreign Jews in the district were arrested by the French police and deported to Auschwitz through"
3426,"MILOSLAVICHI Mogilev dist., Belorussia. The J. pop. was 410 in 1847 and 628 in 1897. Jews engaged in petty trade and crafts. In 1905 peasants from the neighboring villages tried to attack Jews but Christian townsmen chased them off. In 1919, during t"
3427,"MILOSNA Warsaw, Poland. A few J. families settled at the turn of the 19th cent. The J. pop. grew to about 100 families in 1939, confined to a ghetto under a regime of forced labor after the arrival of the Germans. On 23 March 1942 they were expelled "
3428,"MILOWKA Cracow dist., Poland. The Jews numbered 116 (total 2,059) in 1890 and 163 in 1921. Periodic antisemitic disturbances occasionally reached violent dimensions. Between the World Wars the Jews lived off the Carpathian Mt. tourist trade and the Z"
3429,"MILTENBERG Lower Franconia, Germany. Jews settled in the 14th cent. and were victims of the Armleder massacres of 1336-39 and the Black Death persecutions of 1348-49. At that time they had a synagogue and cemetery and lived in a J. quarter. In 1429 t"
3430,"MINARALNYIE VODY §Stavropol territory, Russia. On 10 Sept. 1942, the Germans murdered the few Jews in this resort town who had neither fled nor been evacuated. At the same time, they also killed numerous J. refugees who arrived after the outbreak of "
3431,"MINDEN Westphalia, Germany. Jews are first mentioned in 1270, living under the protection of the local bishop as moneylenders with the right to own immoyable property. In 1350, in the Black Death persecutions, the Jews were ""slaughtered like cattle"" "
3432,"MINDSZENT Csongrad dist., Hungary. Jews are mentioned in 1727 and numbered 237 in 1880. Many left during the White Terror attacks (1919-21) and by 1940, the J. pop. stood at 90. At the end of June 1944, the Jews were deported to Auschwitz via Szeged."
3433,"MINKOVTSY Kamenets-Podolski dist., Ukraine. The J. pop. was 378 in 1765 and 2,196 in 1897. Jews earned their livelihoods from petty trade, the wood industry, oil pressing, and tanning. A Hovevei Zion group was founded in the late 19th cent., followed"
