id,name,region,country,modern_country,presence_type,year_code,source,alternative_names,events,notes
3654,NEHEIM,Westphalia,Germany,,first_mention,1651,Jews are first mentioned in 1651,[],[],
3655,NEHOIU,Walachia,Rumania,,jews_arrived,19EX,Jews first settled in the early 20th cent.,[],[],
3656,NEIDENBURG,East Prussia,Germany,Poland,first_mention,17LX,The first protected Jew was allowed to live in N. in the second half of the 18th cent.,"[{'lang': 'pol', 'name': 'Nidzica'}]",[],
3657,NEIDENSTEIN,Baden,Germany,,jews_present,15XX,Jews were present from the 16th cent.,[],[],
3658,NEISSE,Upper Silesia,Germany,Poland,jews_arrived,13EX,Jews arrived in the first half of the 14th cent.,"[{'lang': 'pol', 'name': 'Nysa'}]","[{'event': 'Black Death persecutions', 'year': '', 'impact': '', 'source': 'During the Black Death persecutions of 13'}]",
3659,NELIDOVO,Kalinin,Russia,,jews_arrived,18LX,Jews probably settled in the late 19th cent.,[],[],
3660,NELIPENO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17LX,Jews probably settled in the late 18th cent.,"[{'lang': 'hun', 'name': 'Harsfalva'}]",[],
3661,NEMAKSCIAI,Raseiniai,Lithuania,,jews_arrived,16XX,Jews first settled in the 17th cent.,"[{'lang': 'yid', 'name': 'Nemoksht'}]",[],
3662,NEMESDED,Somogy,Hungary,,jews_arrived,1780,Jews settled c. 1780 at the encouragement of estate owners,[],[],
3663,NEMESSZALOK,Veszprem,Hungary,,jews_arrived,17EX,Jews settled in the first half of the 18th cent.,[],[],
3664,NEMIROV,Vinnitsa,Ukraine,,community_founded,15LX,The J. community originated around the turn of the 16th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '20 June 1648', 'impact': 'about 6,000 Jews massacred', 'source': ""Chmielnicki's Cossacks massacred about 6,000 Jews in the area on 20 June 1648""}]",
3665,NEMUNAITIS,Alytus,Lithuania,,POP,1897,The J. pop. in 1897 was 361,"[{'lang': 'yid', 'name': 'Nemoneitz'}]",[],
3666,NEMUNELIO-RADVILISKIS,Birzai,Lithuania,,community_founded,19EX,A secular J. community was established in the beginning of the 20th cent.,"[{'lang': 'yid', 'name': 'Nai-Radvilshok'}, {'lang': 'yid', 'name': 'Nemonelis-Radvilishkis'}]",[],
3668,NENTERSHAUSEN,Hesse-Nassau,Germany,,community_present,17XX,Dating from the 18th cent.,[],[],
3669,NENZENHEIM,Middle Franconia,Germany,,community_present,17LX,The J. community dates from the late 18th cent.,[],[],
3670,NERESNICE,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17LX,Jews probably settled at the turn of the 18th cent.,"[{'lang': 'hun', 'name': 'Alsoneresznice'}]",[],
3671,NERETA,Zemgale,Latvia,,POP,1935,The J. pop. in 1935 was 54,[],[],
3672,NESSELROEDEN,Hesse-Nassau,Germany,,community_founded,1776,Established around 1776,[],[],
3673,NETRA,Hesse-Nassau,Germany,,community_founded,1776,Established around 1776,[],[],
3674,NETTESHEIM,Rhineland,Germany,,jews_present,1685,Jews were present in 1685,[],[],
3675,NEUBRANDENBURG,Mecklenburg-Strelitz,Germany,,first_mention,1440,Jews are first mentioned in N. in 1440.,[],"[{'event': 'Host desecration persecutions', 'year': '1492', 'impact': 'settlement ended; Jews burned', 'source': 'came to an end in 1492 when the Jews of Mecklenburg were accused of desecrating the Host and burned'}]",
3676,NEUBUKOW,Mecklenburg-Schwerin,Germany,,jews_arrived,1778,Jews apparently arrived in 1778,[],[],
3677,NEUDENAU,Baden,Germany,,first_mention,12MX,Jews are mentioned from the mid-13th cent.,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'victims', 'source': 'were victims of the Rindfleisch massacres of 1298'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'victims', 'source': 'and the Black Death persecutions of 1348-49'}]",
3679,NEUENHAUS,Hanover,Germany,,first_mention,1685,The first recorded J. settlement dates back to 1685.,[],[],
3680,NEUHOF,Hesse-Nassau,Germany,,POP,1905,established a rural community numbering 70 (3% of the total) in 1905,[],[],
3681,NEUILLY-SUR-SEINE,Seine,France,,community_founded,1878,The synagogue was dedicated in 1878.,[],[],
3682,NEU ISENBURG,Hesse,Germany,,POP,1900,the Jews numbered 40 (0.5% of the total) in 1900,[],[],
3683,NEUKIRCHEN,Hesse-Nassau,Germany,,jews_present,16XX,Jews lived in N. from the 17th cent.,[],[],
3684,NEULEININGEN,Palatinate,Germany,,first_mention,16EX,Jews are known from the early 17th cent.,[],[],
3685,NEUMAGEN,Rhineland,Germany,,first_mention,1351,Jews are first mentioned in 1351.,[],[],
3686,NEUMARKT (I),Upper Palatinate,Germany,,first_mention,12XX,The 13th cent. community,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'community destroyed', 'source': 'The 13th cent. community was destroyed in the Rindfleisch massacres of 1298'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'new communities ended', 'source': 'New communities were ended in the Black Death persecutions of 1348-49'}]",
3687,NEUMARKT (II),Lower Silesia,Germany,Poland,jews_present,13EX,Jews in significant numbers were present by the early 14th cent.,"[{'lang': 'pol', 'name': 'Sroda Slaska'}]","[{'event': 'Residence ban', 'year': '1455', 'impact': 'residence banned', 'source': 'their residence was banned in 1455'}, {'event': 'Residence renewed', 'year': '1812', 'impact': 'residence renewed', 'source': 'and only renewed in 1812'}]",
3688,NEUMORSCHEN,Hesse-Nassau,Germany,,POP,1861,Numbering 38 (6% of the total) in 1861,[],[],
3689,NEUMUENSTER,Schleswig-Holstein,Germany,,jews_present,1842,Jews were living there in 1842,[],[],
3690,NEUNKIRCHEN (I),Saar,Germany,,first_mention,1777,Jews are first mentioned in 1777.,[],"[{'event': 'Residence limitation', 'year': '1790', 'impact': 'limited to ten families', 'source': 'In 1790 their residence was limited to ten families.'}]",
3691,NEUNKIRCHEN (II),Lower Austria,Austria,,jews_present,1343,Jews were present in 1343.,[],"[{'event': 'Expulsion', 'year': '1496', 'impact': 'Jews expelled', 'source': 'They were expelled by the Landtag of Bruck an der Mur in 1496'}, {'event': 'Resettlement', 'year': '1504', 'impact': 'resettled', 'source': 'but resettled in 1504'}]",
3692,NEURUPPIN,Brandenburg,Germany,,first_mention,1362,synagogue (first mentioned in 1362),[],"[{'event': 'Expulsions from Brandenburg', 'year': '1510 and 157', 'impact': 'community ended', 'source': 'The community ended with the two expulsions of the Jews from Brandenburg in 1510 and 157'}]",
3693,NEUSALZ,Lower Silesia,Germany,Poland,POP,1925,The J. pop. was 71 in 1925,"[{'lang': 'pol', 'name': 'Nowa Sol'}]",[],
3694,NEUSS,Rhineland,Germany,,jews_arrived,1096,Jews from Cologne ... arrived in 1096,[],"[{'event': ""Massacre on St. John's Day"", 'year': '1096', 'impact': 'a number were massacred', 'source': ""a number were massacred on St. John's Day in the same year""}]",
3695,NEUSTADT (I),Palatinate,Germany,,jews_present,12XX,A J. presence in the 13th cent. is indicated by the remains of a synagogue,[],"[{'event': 'Persecutions', 'year': '', 'impact': 'Some were burned', 'source': 'Some were burned'}]",
3696,NEUSTADT (II),Upper Silesia,Germany,Poland,jews_present,1534,"In 1534, the J. pop. was 25","[{'lang': 'pol', 'name': 'Prudnik'}]",[],
3697,NEUSTADT (IID),Hesse-Nassau,Germany,,jews_present,1646,Jews lived there from 1646,[],[],
3699,NEUSTADT AM RUEBENBERGE,Hanover,Germany,,jews_arrived,16LX,"Arriving there before 1700, Jews acquired a burial ground",[],[],
3700,NEUSTADT AN DER AISCH,Middle Franconia,Germany,,jews_present,1298,"In the Rindfleisch massacres of 1298, 71 Jews were murdered",[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': '71 Jews murdered', 'source': 'In the Rindfleisch massacres of 1298, 71 Jews were murdered'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community destroyed', 'source': 'in the Black Death persecutions of 1348-49 the community was destroyed'}]",
3701,NEUSTADT IM ODENWALD,Hesse,Germany,,community_present,1871,"The community, numbering 93 ... in 1871",[],[],
3702,NEUSTETTIN,Pomerania,Germany,Poland,jews_present,1718,In 1718 there were three J. families,"[{'lang': 'pol', 'name': 'Szczecinek'}]",[],
3703,NEU-ULM,Swabia,Germany,,POP,1880,numbering 109 in 1880,[],[],
3704,NEUWIED,Rhineland,Germany,,jews_arrived,1661,Jews arrived in 1661,[],[],
3705,NEVARENAI,Telsai,Lithuania,,community_present,19LX,The J. community became consolidated here in the late 19th cent.,"[{'lang': 'yid', 'name': 'Naveran'}]",[],
3706,NEVEKLOV,Bohemia,Czechoslovakia,,community_present,1657,An organized community existed by 1657,[],[],
3707,NEVEL,Kalinin,Russia,,jews_arrived,17MX,J. settlement probably began in the mid-18th cent.,[],[],
3708,NICE,Alpes-Maritimes,France,,first_mention,3XX,The first reference to Jews in N. dates to the fourth cent.,"[{'lang': 'ita', 'name': 'Nizza'}]","[{'event': 'Discriminatory statutes', 'year': '1342', 'impact': '', 'source': 'The Statutes of N., enacted in 1342, ... compelled the Jews'}]",
3709,NIDDA,Hesse,Germany,,community_founded,17XX,a community was not established until the 18th cent.,[],[],
3710,NIEBYLEC,Lwow,Poland,,jews_arrived,16LX,Jews first settled around the end of the 17th cent.,[],"[{'event': 'Pogroms', 'year': '1919', 'impact': '', 'source': 'Pogroms in 1919'}]",
3711,NIEDENSTEIN,Hesse-Nassau,Germany,,jews_arrived,1648,The founder of the community... settled... at the end of the Thirty Years War (1618–48).,[],[],
3712,NIEDERAULA,Hesse-Nassau,Germany,,community_founded,1735,Established in 1735,[],[],
3713,NIEDERBRONN-LES-BAINS,Bas-Rhin,France,,jews_present,1766,"In 1766, there were 26 Jews in N.","[{'lang': 'ger', 'name': 'Niederbronn'}]",[],
3714,NIEDER-FLORSTADT,Hesse,Germany,,POP,1861,"The community, numbering 148 (12% of the total) in 1861",[],[],
3715,NIEDER-GEMUENDEN,Hesse,Germany,,POP,1861,"The community, numbering 51 (10% of the total) in 1861",[],[],
3716,NIEDERHOCHSTADT,Palatinate,Germany,,first_mention,1685,Jews are mentioned in 1685.,[],[],
3717,NIEDERKLEIN,Hesse-Nassau,Germany,,POP,1861,Numbering 63 (6% of the total) in 1861,[],[],
3718,NIEDERMARSBERG,Westphalia,Germany,,first_mention,1844,The J. community is first mentioned in 1844.,[],"[{'event': 'Fire', 'year': '1849', 'impact': 'synagogue destroyed', 'source': 'In 1849, the synagogue was destroyed in a devastating fire.'}]",
3719,NIEDERMENDIG,Rhineland,Germany,,first_mention,1760,Jews are first mentioned in 1760.,[],[],
3720,NIEDER-MOCKSTADT,Hesse,Germany,,POP,1861,Numbering 89 (13% of the total) in 1861,[],[],
3721,NIEDER-OHMEN,Hesse,Germany,,community_founded,17XX,Established in the 18th cent.,[],[],
3722,NIEDER-OLM,Hesse,Germany,,first_mention,1236,A Torah scroll dating from 1236... is preserved,[],[],
3723,NIEDER-SAULHEIM,Hesse,Germany,,POP,1861,Numbering 71 (4% of the total) in 1861,[],[],
3724,NIEDERSTETTEN,Wuerttemberg,Germany,,jews_present,16XX,In the 17th cent. Jews were living in N. under a letter of protection.,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'medieval settlement destroyed', 'source': 'The medieval J. settlement was destroyed in the Rindfleisch massacres of 1298.'}]",
3725,NIEDERWEIDBACH,Hesse-Nassau,Germany,,POP,1885,"Numbering 43 (10% of the total) in 1885, the community had a synagogue",[],[],
3726,NIEDER-WEISEL,Hesse,Germany,,community_present,1861,The community numbered 104 (6% of the total) in 1861,[],[],
3727,NIEDERWERRN,Lower Franconia,Germany,,community_founded,16LX,community was established no later than the second half of the 17th cent.,[],[],
3728,NIEDER-WIESEN,Hesse,Germany,,community_founded,17EX,"community, established in the early 18th cent.",[],[],
3729,NIEDER-WOELLSTADT,Hesse,Germany,,community_founded,1725,Established around 1725,[],[],
3730,NIEDERZISSEN,Rhineland,Germany,,first_mention,1752,Jews are first mentioned in 1752,[],[],
3731,NIEDZWIEDZICA,Nowogrodek,Poland,Belarus,community_founded,18LX,An organized community existed in the late 19th cent.,[],[],
3732,NIEGORELOYE,Minsk,Belorussia,,jews_arrived,18LX,Jews probably settled in the late 19th cent.,[],[],
3733,NIEHEIM,Westphalia,Germany,,first_mention,16LX,Jews are first mentioned after the Thirty Years War (1618-48),[],"[{'event': 'natural disasters', 'year': '1698–1744', 'impact': 'community struck repeatedly', 'source': 'community was struck by a number of natural disasters between 1698 and 1744'}]",
3734,NIEHNIEWICZE,Nowogrodek,Poland,Belarus,jews_present,17LX,A J. settlement existed from around the late 18th cent.,[],[],
3735,NIEMCE,Lublin,Poland,,POP,1921,"The J. pop. was 105 (total 1,579) in 1921","[{'lang': 'yid', 'name': 'Nimches'}]",[],
3736,NIEMENCZYN,Vilna,Poland,Lithuania,jews_arrived,18LX,Jews probably settled in the late 19th cent.,[],[],
3737,NIEMIROW (I),Lwow,Poland,Ukraine,jews_arrived,15LX,Jews were among the town's first settlers in the late 16th cent.,[],[],
3738,NIEMIROW (II),Bialystok,Poland,Belarus,POP,1807,Jews numbered 107 in 1807,[],[],
3739,NIEMOWICZE,Volhynia,Poland,Ukraine,POP,1921,The J. pop. in 1921 was 94,[],[],
3740,NIENBURG AN DER WESER,Hanover,Germany,,first_mention,1681,"In 1681, the first protected Jew (Schutzjude) was living in N.",[],[],
3741,NIEPOLOMICE,Cracow,Poland,,jews_present,17MX,Jews are known from the mid-18th cent.,[],[],
3742,NIESUCHOJEZE,Volhynia,Poland,Ukraine,first_mention,1569,Jews are first mentioned in 1569.,"[{'lang': 'yid', 'name': 'Neskhizh'}]",[],
3743,NIESWIEZ,Nowogrodek,Poland,Belarus,jews_arrived,15EX,The J. settlement commenced in the early 16th cent.,[],[],
3744,NIESZAWA,Warsaw,Poland,,community_founded,17MX,J. communal life began in the mid-18th cent.,[],"[{'event': 'forced quarter', 'year': '1826–1862', 'impact': 'Jews forced to live in a special quarter', 'source': 'Between 1826 and 1862 the Jews were forced to live in a special quarter.'}]",
3745,NIEUWESCHANS,Groningen,Holland,,jews_present,16XX,Jews lived there from the 17th cent.,"[{'lang': 'nld', 'name': 'Nieuwe Schans'}]",[],
3746,NIEVERN,Hesse-Nassau,Germany,,POP,1843,numbered fewer than 20 Jews (1843-1933),[],[],
3747,NIEZHIN,Chernigov,Ukraine,,jews_arrived,16EX,Jews settled in the early 17th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'community destroyed', 'source': 'The community was destroyed in the Chmielnicki massacres of 1648-49.'}]",
3748,NIJKERK,Gelderland,Holland,,first_mention,16XX,Records of Jews in N. date back to the 17th cent.,[],[],
3749,NIJMEGEN,Gelderland,Holland,,jews_arrived,13MX,settlement was renewed soon after,[],"[{'event': 'Black Death persecutions', 'year': '1349', 'impact': 'community came to an end', 'source': 'It came to an end in 1349 during the Black Death persecutions'}]",
3750,NIKITOVKA,Stalino,Ukraine,,POP,1939,The J. pop. in 1939 was 375,[],[],
3751,NIKOLAIEV,Nikolaiev,Ukraine,,jews_arrived,17LX,Jews settled with the founding of the city in the late 18th cent.,[],"[{'event': 'pogroms', 'year': 'May 1881 and April 18', 'impact': 'Jews attacked', 'source': 'Jews were attacked in pogroms in May 1881 and April 18'}]",
3752,NIKOLAIKEN,East Prussia,Germany,Poland,community_founded,19XX,The J. community was apparently established in the 19th cent.,"[{'lang': 'pol', 'name': 'Mikołajki'}]",[],
3753,NIKOLAYEV,Kamenets-Podolski,Ukraine,,jews_present,15LX,Jews were present from the late 16th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'Jews murdered', 'source': 'They were murdered in the Chmielnicki massacres of 1648-49.'}]",
3754,NIKOPOL,Dnepropetrovsk,Ukraine,,first_mention,17LX,Jews are first mentioned in the 1780s.,[],"[{'event': 'pogrom', 'year': '1905', 'impact': 'Jews attacked', 'source': 'In 1905, they were attacked in a pogrom.'}]",
3755,NIMES,Gard,France,,community_founded,9LX,A J. community was established during the second half of the tenth cent.,"[{'lang': 'fra', 'name': 'Nismes'}]",[],
3756,NIMIGEA DE JOS,N. Transylvania,Rumania,,jews_arrived,18EX,Jews settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Magyarnemegye'}, {'lang': 'yid', 'name': 'Nimizshe'}]",[],
3757,NIRZA,Latgale,Latvia,,POP,1925,The J. pop in 1925 was 45,[],[],
3758,NIS,Serbia,Yugoslavia,,jews_arrived,16XX,Sephardi Jews arrived in the 17th cent.,[],[],
3759,NISKO,Lwow,Poland,,jews_arrived,17LX,Jews first settled in the late 18th cent.,[],"[{'event': 'World War I destruction', 'year': '1914', 'impact': 'most of the town burned down', 'source': 'The Russians burned down most of the town at the outset of WWI'}]",
3760,NITRA,Slovakia,Czechoslovakia,Republic of Slovakia,community_present,14XX,The J. community dating back to the Middle Ages,[],[],
3761,NIWKA,Kielce,Poland,,jews_arrived,18LX,Sixty J. families settled in the late 19th cent.,[],[],
3762,NIWKI,Vilna,Poland,Belarus,community_founded,1848,founded as a J. farm settlement for 15 families in 1848,[],[],
3763,NIZANKOWICE,Lwow,Poland,Ukraine,first_mention,1602,Jews are mentioned from 1602,[],[],
3764,NIZHNEDNEPROVSK,Dnepropetrovsk,Ukraine,,jews_arrived,18LX,Jews settled in the latter half of the 19th cent.,"[{'lang': 'rus', 'name': 'Amur'}]",[],
3765,NIZNI APSA,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17MX,J. settlement probably commenced in the mid-18th cent.,"[{'lang': 'hun', 'name': 'Alsoapsa'}, {'lang': 'yid', 'name': 'Unter Apsa'}]",[],
3766,NIZNI BYSTRY,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,18EX,Jews probably settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Alsobisztra'}, {'lang': 'yid', 'name': 'Unter Bystra'}]",[],
3767,NIZNIOW,Stanislawow,Poland,Ukraine,jews_arrived,16XX,Jews settled with the founding of the town in the 17th cent.,"[{'lang': 'yid', 'name': 'Nizhneve'}]",[],
3768,NIZNI SELISTE,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17MX,Jews probably settled in the mid-18th cent.,"[{'lang': 'hun', 'name': 'Alsoszelistye'}]",[],
3769,NIZNI STUDENY,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17LX,Jews probably settled in the late 18th cent.,"[{'lang': 'hun', 'name': 'Alsohidegpatak'}]",[],
3770,NIZNI VERECKY,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17XX,Jews probably settled in the 18th cent.,"[{'lang': 'hun', 'name': 'Alsovereczke'}]",[],
3771,NIZNY KOMARNIK,Slovakia,Czechoslovakia,Republic of Slovakia,POP,1880,Jews numbered 121 in 1880,[],[],
3772,NOERDLINGEN,Swabia,Germany,,first_mention,11XX,Jews are known from the 12th cent.,[],"[{'event': 'massacre', 'year': '1290', 'impact': 'hundreds of Jews slaughtered; medieval community ended', 'source': 'medieval community ended in 1290 when hundreds of Jews were slaughtered'}]",
3773,NOERENBERG,Pomerania,Germany,Poland,jews_present,1717,"In 1717, there were three J. families","[{'lang': 'pol', 'name': 'Insko'}]",[],
