line_id,code,prov,dist,name,ziv_yearcode,year_code,upper_bound,lower,mid_range,source,note,cen,approx_code
1097,CRN_MGL_MGLN,Chernigov,Mglin,Mglin,18EX,18EX,1850,1800,1825,"Jews probably settled in the early 19th cent. Their pop. rose from 1,920 in 1847 to 2,674 (total 7,640) in 1897. Pogroms were staged in 1882 and late 1918. In the latter, Red Army soldiers killed 15 Jews, injured others, an",,1800,EX
1098,VLN_VLK_NVYM,Vilna,Vileika,Novyi Miadziol,18EX,18EX,1850,1800,1825,"Jews apparently settled in the first half of the 19th cent., their pop. reaching 436 (total 1,164) in 1895. After WWI, 60 J. families remained, 30 of them owning stores and barely earning a living in",,1800,EX
1099,POD_OLG_MSTK,Podolia,Olgopol,Miastkovka,17EX,1765,1765,1765,1765,"Jews numbered 604 in 1765 and 2,105 (total 7,996) in 1897. In the 1880s, most of the town's 30 store were in J. hands. After the Oct. 1917 Revolution, a number of pogroms were staged against the Jews (on 30 Oct. 19",,1700,
1100,VLN_VLN_MKHL,Vilna,Vilnius,Mikhalishki,17EX,1765,1765,1765,1765,"A community of 396 taxpaying Jews was present in 1765. They were permitted by the local nobility to purchase one-acre plots of land where they could set up auxiliary farms. The Jews were shopkeepers, ar",תנועה ציונית פעילה,1700,
1101,LBL_LBR_MCHW,Lublin,Lubartow,Michów,,16LX,1700,1675,1675,"Jews are first mentioned in the second half of the 17th cent. In the mid-19th cent. they became prominent in the pottery industry. Their pop. grew to 1,643 (total 2,791) in 1897. After WWI, economic conditions deteriorate",,1600,LX
1102,KLC_MKH_MCHW,Kielce,Miechow,Miechów,,1862,1862,1862,1862,"Although Jews are not mentioned before 1862, M. being one of the 42 settlements in Poland with a de non tolerandis Judaeis privilege, there apparently were some present before then. The increase of the J. pop. to 1,436 (",,1800,
1103,WRS_WRS_MDZS,Warszawa,Warszawa,Miedzeszynek,,19EX,1920,1915,1925,"The J. community only began to develop after WWI and numbered about 100. In the 1920s, the Bund founded a convalescent home for children of the region. About 100 of its children were brought to th",,1920,EX
1104,SDL_WGR_MDZN,Siedlce,Wegrow,Miedzna,,16LX,1700,1675,1675,"Jews probably settled in the late 17th cent. In 1897, their pop. was 150 (total 1,013). In 1920 they were attacked by Polish soldiers and peasants. In WWI, they were most likely deported by the Germans to the Treblinka d",,1600,LX
1105,PTR_CHN_MDZN,Piotrkow,Czestochowa,Miedzno,,1880,1880,1880,1880,"About 90 Jews were present in the village in 1880 and 30 families before WWI. Most were poor. After their arrival in Sept. 1939, the Germans murdered 12 young men, probably in the Buchenwald concentration camp. All but n",,1800,
1106,GLC_CRC_MLC,Galicia,Mielec,Mielec,,17XX,1800,1700,1750,"The community began to develop in the 18th cent., soon forming a majority of the pop. despite repressive measures under Austrian rule. Economic conditions improved in the second half of the 19th cent., with all trade and",,1700,XX
1107,VLN_SVN_MLNG,Vilna,Sventsiany,Melengiany,18EX,1903,1903,1903,1903,"The first Jews apparently arrived in 1903, earning their livelihoods as shopkeepers, peddlers, and artisans while operating auxiliary farms. In 1931 they numbered 25 families. With the arrival of the Ger",,1900,
1108,GLC_TRN_MLNC,Galicia,Brody,Mielnica,,17LX,1800,1775,1775,"Jews were present from the second half of the 18th cent. with the pop. growing to 1,429 (40% of the total) in 1880, subsequently declining through emigration, and then rising again between the World",,1700,LX
1109,VLH_KVL_MLNT,Volhynia,Kovel,Melnitsa,1569,1569,1569,1569,1569,"Jews probably settled after the granting of the municipal charter in 1569, numbering 1,599 (total 2,588) in 1897 and 875 (total 1,372) in 1921. The Germans took M. on 26 June 1941, first killing 60",,1500,
1110,GLC_LWW_MLNC,Galicia,Turka,Mielniczne,,1921,1921,1921,1921,The J. pop. in 1921 was 110. The Jews were expelled to Turka for liquidation in July 1942.,,1900,
1111,GRD_BLS_MLNK,Grodno,Bielsk,Melnik,15EX,15XX,1600,1500,1550,"Jews arrived in the 16th cent. as tax collectors. An organized community was only formed in the 18th cent. A synagogue was built in the first half of the 19th cent. and the J. pop. grew to 460 (total 1,",,1500,XX
1112,VLH_RVN_MZHR,Volhynia,Rovno,Mezhirich,1569,1569,1569,1569,1569,Jews are recorded from 1569. The town suffered in the Chmielnicki massacres of 1648-49 and was destroyed in the early 18th cent. during the Swedish war but recovery was rapid,תנועה ציונית פעילה,1500,
1113,SDL_RDN_MDZY,Siedlce,Radzyn,Międzyrzec,,15XX,1600,1500,1550,"Jews first settled in the 16th cent. M. was one of the first places in Poland where Hebrew books were printed, with a J. press operating in 1595. In the Chmielnicki massacres of 164",,1500,XX
1114,MNS_MZY_MKSH,Minsk,Mozyr,Mikashevichi,18LX,18LX,1900,1875,1875,The community dates from the late 19th cent. and numbered around 400 in the 1930s. All were executed by the Germans on 6 Aug. 1942.,,1800,LX
1115,GLC_STN_MKLJ,Galicia,Zydaczow,Mikołajów,,16EX,1650,1600,1625,"Jews were present from the early 17th cent. but suffered from residence restrictions until the 19th. The J. pop. grew steadily to 632 in 1910 (total 3,448) but dropped by 20% in the wake of WwI",,1600,EX
1116,GLC_LWW_MKLJ,Galicia,Bobrka,Mikołajów,,18LX,1900,1875,1875,"Present from the late 19th cent., the community numbered 315 (total 938) in 1921 and was expelled by the Germans to the Bobrka ghetto in the second half of 1942.",,1800,LX
1117,PRU_PSN_MXST,Preussen,Ostrzeszow,Mixstadt,,1815,1815,1815,1815,"The community was established after the reannexation to Prussia in 1815, growing to a peak of 152 (total 1,437) in 1871. In 1921, there were 61 Jews. The few dozen present when the Germans arrived in Sept. 1939 were expe",,1800,
1118,GLC_STN_MKLC,Galicia,Nadworna,Mikuliczyn,,18LX,1900,1875,1875,"J. settlement began in the late 19th cent. and received a big economic boost when the town developed into a health and tourist resort. The permanent J. pop. reached 552 in 1921 (total 5,310) but mo",,1800,LX
1119,GLC_TRN_MKLN,Galicia,Tarnopol,Mikulińce,,17EX,1750,1700,1725,"Jews are first mentioned in the early 18th cent. and comprised two-thirds of the pop. in 1880 with 2,411 residents, providing the town with mayors and other leading figures. A fire in 1903 extensively",,1700,EX
1120,MGL_ORS_MKLN,Mogilev,Orsha,Mikulino,1847,1847,1847,1847,1847,"M. was located in the J. Pale of Settlement. The J. pop. was 530 in 1847 and 1,171 (total 1,527) in 1897, dropping to 403 under the Soviets. After the German occupation in mid-July 1941, the Jews were expelled to Rudn",,1800,
1121,VLH_KVL_MLNV,Volhynia,Kovel,Milianovichi,18LX,1921,1921,1921,1921,The J. pop. in 1921 was 91 (total 436). The Jews were probably brought to Maciejow for liquidation during the Holocaust.,,1900,
1122,MGL_KLM_MLSL,Mogilev,Klimovichi,Miloslavichi,1847,1847,1847,1847,1847,"The J. pop. was 410 in 1847 and 628 in 1897. Jews engaged in petty trade and crafts. In 1905 peasants from the neighboring villages tried to attack Jews but Christian townsmen chased them off. In 1919, during t",,1800,
1123,GLC_CRC_MLWK,Galicia,Zywiec,Milowka,,1921,1921,1921,1921,"The Jews numbered 116 (total 2,059) in 1890 and 163 in 1921. Periodic antisemitic disturbances occasionally reached violent dimensions. Between the World Wars the Jews lived off the Carpathian Mt. tourist trade and the Z",,1900,
1124,POD_NVU_MNKV,Podolia,Novaia Ushitsa,Minkovtsy,17EX,1897,1897,1897,1897,"The J. pop. was 378 in 1765 and 2,196 in 1897. Jews earned their livelihoods from petty trade, the wood industry, oil pressing, and tanning. A Hovevei Zion group was founded in the late 19th cent., followed",,1800,
1125,MNS_MNS_MNSK,Minsk,Minsk,Minsk,1495,1495,1495,1495,1495,"J. settlement in M. commenced in the 15th cent. with the arrival of Jews expelled from Lithuania in 1495. In 1579, the Polish king, Stephen Bathory, granted the Jews a charter of privileges which was afterwards confirme",הוקמה עי יהודים שגורשו מליטא,1400,
1126,WRS_NWM_NWMN,Warszawa,Minsk Mazowiecki,Nowo-Mińsk,,18EX,1850,1800,1825,"The J. settlement probably dates from the early 19th cent. and in the absence of residence or trade restrictions grew to 3,655 (total 9,286) in 1897. Many J. laborers found work paving the new Warsaw-Brest-Litov",,1800,EX
1127,VLN_DSN_MRY,Vilna,Disna,Miory,1903,1903,1903,1903,1903,Jews were officially accorded residence rights in 1903 under Czar Nicholas II but were probably present before that. Many earned their livelihoods in the flourishing flax industry. The Jews of M. identified w,"איסור ישיבה עד 1903, לא נאכף פעילות של ביתר והחלוץ",1900,
1128,MNS_NVG_MR,Minsk,Novogrudok,Mir,16EX,16EX,1650,1600,1625,"Jews probably settled in the early 17th cent. The Lithuanian Council met four times in M. (1687, 1697, 1702, 1751). Among the community's illustrious rabbis in the 18th cent. were Meir ben Yitzhak Eisensta",,1600,EX
1129,PLT_MRG_MRGR,Poltava,Mirgorod,Mirgorod,16EX,17LX,1800,1775,1775,"Jews were leasing land in M. before the Chmielnicki massacres of 1648-49 but an organized community was only formed in the late 18th cent. In 1897 the J. pop. was 1,248 (total 10,037). Yaakov Gordin (1853-1909), autho",,1700,LX
1130,VLH_NVG_MRPL,Volhynia,Novograd-Volynskii,Miropol,1721,1721,1721,1721,1721,"Jews are first mentioned in 1721 but were probably present earlier. In 1897, they numbered 1,912 (total 4,194). Jews owned flour mills and a factory for felt blankets. The tzaddik R. Dovidl resided in the town.",,1700,
1131,SWL_SNY_MRSL,Suwalki,Seiny,Miroslav,18EX,18EX,1850,1800,1825,Jews lived here from the early 19th cent. and numbered some 60 families in 1897. Between the World Wars most of the youth emigrated to Palestine; the adults emigrated to America. The J. pop. in 1940,"הצעירים היגרו לאי, המבוגרים לארהב",1800,EX
1132,VLH_DBN_MZCH,Volhynia,Dubno,Mizoch,17EX,17XX,1800,1700,1750,"Jews settled in the 18th cent., numbering 1,175 (total 2,665) in 1897 and 845 (total 1,247) in 1921 after the disturbances of the WWI period. Most of the community identified with Turzysk Hasidism, effect",חסידים,1700,XX
1133,GLC_STN_MZNS,Galicia,Dolina,Mizuń Stary,,1921,1921,1921,1921,The J. pop. in 1921 was 182. The Jews were probably expelled by the Germans to Dolina or Bolechow for liquidation in spring-summer 1942.,,1900,
1134,PLC_MLV_MLW,Plock,Mlawa,Mława,,15XX,1600,1500,1550,"Small numbers of Jews were present in the 16th and 17th cents. The community began to develop in the 19th, numbering 1,650 in 1857 and 4,854 (total 11,709) in 1897. Jews were active in the clothing and textile trade and ma",,1500,XX
1135,VLH_DBN_MLYN,Volhynia,Dubno,Mlynov,17LX,17LX,1800,1775,1775,"Jews settled from the late 18th cent., numbering 672 (total 1,105) in 1897. M. was the birthplace of Shelomo Mandelkern (1846-1902), author of the Bible concordance Heikhal ha-Kodesh, and the Hebrew poet Yitzhak Lamdan",תנועה ציונית פעילה,1700,LX
1136,RDM_KZN_MNSZ,Radom,Kozienice,Mniszew,,1921,1921,1921,1921,"The J. pop. was 164 (total 722) in 1921. In Feb. 1942, the Jews were expelled by the Germans to the Magnuszew ghetto and in Sept. 1942 to Kozienice before deportation to the Treblinka death camp on 29 Sept.",,1900,
1137,LBL_INV_MDLB,Lublin,Janow,Modliborzyce,,16MX,1675,1650,1650,"Jews are first mentioned in the mid-17th cent. and numbered 312 in 1827 and 957 (total 1,913) in 1921. Between the World Wars, most lived in straitened economic circumstances. The Orthodox controlled the community c",,1600,MX
1138,WRS_GRT_MGLN,Warszawa,Grojec,Mogielnica,,17LX,1800,1775,1775,"The first Jews probably arrived in the late 18th cent. and by the mid-19th cent. constituted a majority of the pop. In 1828 R. Hayyim Meir Yehiel Shapira, grandson of the Maggid of Koznitz, established his dynastic co",,1700,LX
1139,MGL_MGL_MGLV,Mogilev,Mogilev,Mogilev,1522,1522,1522,1522,1522,"In 1522, a Lithuanian Jew, Mikhail Ezofovich, leased taxes and inns in M. Local townsmen petitioned the Polish king in 1583 to ban J. residence but their expulsion was not implemented. An organized community existed",,1500,
1140,POD_MGL_MGLV,Podolia,Mogilev,Mogilev,1713,1713,1713,1713,1713,"Jews are first mentioned in 1713 and numbered 957 in 1765. In 1897, their pop. was 12,344 (total 22,315). Jews traded in grain, farm produce, and lumber, which they marketed via the Dniester River and the por",,1700,
1141,PRU_PSN_MGLN,Preussen,Mogilno,Mogilno,,1772,1772,1772,1772,"Jews first settled after the annexation to Prussia in 1772 and established a small community with a synagogue and elementary school. The J. pop. reached a peak of 200 (total 2,464) in 1881 and then declined through",,1700,
1142,MNS_IGM_MGLN,Minsk,Igumen,Mogilno,17MX,17EX,1750,1700,1725,"J. settlement probably began at the turn of the 18th cent. Jews numbered 24 in 1808 and 305 (total 1,076) in 1897, their pop. dropping to 176 in 1923 under the Soviets. After the German occupation in late June 19",,1700,EX
1143,SDL_SDL_MKBD,Siedlce,Siedlce,Mokobody,,18EX,1850,1800,1825,"Jews were present by the early 19th cent., earning sufficiently well as peddlers and merchants to maintain an orphanage and old age home. Their pop. dropped from 486 (total 1,482) in 1884 to 290 in 1921 as a result of a",,1800,EX
1144,KIV_ZVN_MKRK,Kiev,Zvenigorodka,Mokraia Kaligorka,1897,1897,1897,1897,1897,"The J. pop. was 1,677 (total 3,190) in 1897 and 537 under the Soviets in 1926. The Germans arrived on 30 July 1941 and murdered the Jews shortly afterwards.",,1800,
1145,GRD_SLN_MLCH,Grodno,Slonim,Molchad,1648,15EX,1550,1500,1525,"Jews settled in the first half of the 16th cent., building a synagogue in 1648 and becoming an independent community in 1691 after breaking away from Dworzec. In the 18th cent. Jews received permissio",,1500,EX
1146,VLN_VLN_MLTY,Vilna,Vilnius,Maliaty,17EX,17XX,1800,1700,1750,"Jews first settled in the 18th cent. In the 1880s many Jews emigrated to South Africa. The J. pop. in 1897 was 1,948 (81% of the total). During wwi the Jews were expelled by the Russian army and many were",,1700,XX
1147,VLN_VLK_MLDC,Vilna,Vileika,Molodechno,18LX,17EX,1750,1700,1725,"Jews first settled in the early 18th cent. The coming of the railraoad in the late 19th cent. stimulated J. commerce, particularly in the lumber and flax trade. In 1897 the J. pop. was 1,105 (total 2,393",,1700,EX
1148,GLC_TRN_MNST,Galicia,Buczacz,Monasterzyska,,1625,1625,1625,1625,Jews are recorded from 1625. Most of M.'s craftsmen were Jews; later some belonged to the professional class and others were employed in the home-based toy industry set up by the Viennese Relief Or,,1600,
1149,KIV_LPV_MNST,Kiev,Lipovets,Monastyrishche,1765,1765,1765,1765,1765,"Jews numbered 107 in 1765 and 2,620 (total 9,404) in 1897. Three were murdered in a pogrom on 19 Nov. 1917. In the Soviet period, a J. council (soviet), school, and kolkhoz were active. The J. pop. was 1,398 in",,1700,
1150,MGL_MST_MNST,Mogilev,Mstislavl,Monastyrshchina,1847,1847,1847,1847,1847,"M. was located in the J. Pale of Settlement. The J. pop. was 864 in 1847 and 2,179 (total 2,696) in 1897. Two private J. schools were open in 1910. In the Soviet period, the J. pop. dropped to 1,370 in 1926 and",,1800,
1151,RDM_KNS_MNCH,Radom,Kielce,Monchocice,,1921,1921,1921,1921,"The J. pop was 113 (total 1,492) in 1921. The Jews were presumably deported by the Germans to the Treblinka death camp via Bodzentyn in fall 1942.",,1900,
1152,SDL_SDL_MRDY,Siedlce,Siedlce,Mordy,,16LX,1700,1675,1675,"Jews were probably present in the late 17th cent., organizing communal life around the beit midrash and synagogue and the hasidic shtiblekh (Gur, Ruzhin, Mezhirech). Their relations with their Polish neighbors were good. T",,1600,LX
1153,GLC_LWW_MSCS,Galicia,Mosciska,Mościska,,15MX,1575,1550,1550,"The J. presence dates from the mid-16th cent., but the town was destroyed in the Chmielnicki massacres of 1648-49 and the community was only rehabilitated in the course of the 18th cent. By the end of the 1",,1500,MX
